id,Time,Tweet
292004578,2023-02-14 16:40:19+00:00,"b'RT @SilviaMylo: NECESITA UNA ACOGIDA URGENTE  EN GRANADA !!el veterinario ha leido las Analiticas y esta muy mal , necesita transfusion, t...'"
2447961475,2023-02-14 16:40:12+00:00,b'.@CDCgov report: Too few US children with #sicklecell anemia receive recommended screening or treatment. &lt;50% of th... https://t.co/2aYeDu7R3N'
1193659529055088642,2023-02-14 16:39:01+00:00,"b'RT @SilviaMylo: NECESITA UNA ACOGIDA URGENTE  EN GRANADA !!el veterinario ha leido las Analiticas y esta muy mal , necesita transfusion, t...'"
2519823958,2023-02-14 16:38:39+00:00,"b'RT @SilviaMylo: NECESITA UNA ACOGIDA URGENTE  EN GRANADA !!el veterinario ha leido las Analiticas y esta muy mal , necesita transfusion, t...'"
525829988,2023-02-14 16:38:02+00:00,"b'RT @SilviaMylo: NECESITA UNA ACOGIDA URGENTE  EN GRANADA !!el veterinario ha leido las Analiticas y esta muy mal , necesita transfusion, t...'"
1333374505931198466,2023-02-14 16:38:01+00:00,b'eu tava fazendo questao de anemia ai dormi e sonhei que eu tinha uma anemia que ngm descobria oq era e tinham todos... https://t.co/qsUZmFSqGI'
1120736996027174914,2023-02-14 16:37:56+00:00,"b'RT @SilviaMylo: NECESITA UNA ACOGIDA URGENTE  EN GRANADA !!el veterinario ha leido las Analiticas y esta muy mal , necesita transfusion, t...'"
204970444,2023-02-14 16:37:25+00:00,"b'la verdad es que ando tan cansada que no se si tengo anemia, depresion o simplemente soy una pajera'"
1273368445170655232,2023-02-14 16:37:16+00:00,"b'RT @SilviaMylo: NECESITA UNA ACOGIDA URGENTE  EN GRANADA !!el veterinario ha leido las Analiticas y esta muy mal , necesita transfusion, t...'"
1593276163132112897,2023-02-14 16:37:12+00:00,"b'Even before my ed I have been struggling with anemia literally since childhood, does anybody know why??'"
229862927,2023-02-14 16:36:45+00:00,"b'RT @SilviaMylo: NECESITA UNA ACOGIDA URGENTE  EN GRANADA !!el veterinario ha leido las Analiticas y esta muy mal , necesita transfusion, t...'"
52080857,2023-02-14 16:36:39+00:00,"b'RT @SilviaMylo: NECESITA UNA ACOGIDA URGENTE  EN GRANADA !!el veterinario ha leido las Analiticas y esta muy mal , necesita transfusion, t...'"
1192989213505073154,2023-02-14 16:36:33+00:00,"b'RT @SilviaMylo: NECESITA UNA ACOGIDA URGENTE  EN GRANADA !!el veterinario ha leido las Analiticas y esta muy mal , necesita transfusion, t...'"
1230594840255225863,2023-02-14 16:36:09+00:00,"b'Bueno, por culpa de estar menstruando, la anemia y que no comi en todo el dia, me dio un mareo, pote y mi familia m... https://t.co/4FTqvW8ReH'"
