,id,Time,Tweet
1,37725417,2023-02-14 16:18:11+00:00,"b'@notesfrompoland Great job, PiS! Curing obesity with #PiSinflacja.'"
2,9020932,2023-02-14 16:18:02+00:00,b'Study hints healthier school lunch can reduce obesity https://t.co/6nvuEK7y8x'
4,2313062691,2023-02-14 16:17:58+00:00,"b'@OkayestSa Yeah, obesity tracks pretty consistently with use of HFCS and processed foods over the last 50 years.'"
5,887204089,2023-02-14 16:17:50+00:00,"b'RT @SVecrumba: @w3bsag3 Milley is smart and open-minded, unlike you. He wants to know why our President and his supporters attacked our Con...'"
7,1534907791,2023-02-14 16:17:30+00:00,"b'@scrumtuous Since I studied how the obesity problem was manufactured, how gun violence and wars are good for busine... https://t.co/KrZ46TR2Zf'"
10,1590723577552183296,2023-02-14 16:16:19+00:00,b'Obesity is hard. Being fit is hard. choose your hard.'
11,1529797687272431617,2023-02-14 16:16:14+00:00,b'RT @RCSI_Obesity: Thrilled to be listed as a winner for our poster presentation @CHI_Ireland #CHIQuality Showcase outlining our work on Fac...'
12,1615466860039872513,2023-02-14 16:16:08+00:00,b'@RBReich Now define mass shootings and suddenly the perspective changes. Now do heart attacks from obesity.'
13,1133477615967309825,2023-02-14 16:16:01+00:00,"b'@illiterate_twat in the UK a few years ago the age minimum got set to 16 to try and curb obesity, plus the unhealth... https://t.co/DOGViOuFZJ'"
16,1409002053569957891,2023-02-14 16:14:22+00:00,b'People complain about constant low level anxiety but not enough about morbid obesity.'
20,147390255,2023-02-14 16:12:55+00:00,"b'@UrsulaV Obesity correlate with many chronic diseases. There is so much money to be made ""treating"" these chronic diseases'"
21,1310377635084668931,2023-02-14 16:12:45+00:00,b'@CitiBE @hailsealser @RottenInDenmark Its sad that people dont think of this as a problem. Obesity rates at all a... https://t.co/29nCORSADA'
22,238617125,2023-02-14 16:12:19+00:00,"b'@DrLoupis Obesity should not be celebrated, it is a struggle at times.'"
31,20699500,2023-02-14 16:09:18+00:00,b'RT @Diab_Matters: News: Overweight and #obesity is very common in Americans with #Type1Diabetes and lifestyle advice is often not given or...'
34,784533937,2023-02-14 16:08:32+00:00,b'RT @EASOobesity: Obesity Care Week coincides with World Obesity Day. #OCW2023 focuses on education and action to change the way we care abo...'
37,792521855223664640,2023-02-14 16:07:03+00:00,"b""Interesting, let's see how this plans out #Health #MensHealth #WomensHealth #obesity #weightloss https://t.co/4L5Lyv7Hor"""
39,1506323119509852162,2023-02-14 16:06:23+00:00,b'@SUPADUPADC3 @rod_cl_ @AdamLowisz @ClownWorld_ Were not the richest. Although most Americans feel like they live i... https://t.co/Keaa6jx8SW'
40,1351843138529275904,2023-02-14 16:05:57+00:00,"b""This morning's vital signs : Tuesday, 2/14/2023 - Ravi Manickavasagar, M.S. : age 44 (D.O.B. 06/11/1978)\n10:45am -... https://t.co/XXzP5oBm9Z"""
41,103423283,2023-02-14 16:04:48+00:00,b'@reallyrosie Not this particular case. But  just so you know  there are a couple of bills being heard at the ct l... https://t.co/CMmJZsg5Ci'
44,553664717,2023-02-14 16:04:28+00:00,"b""Too many Christian men today are weak.\n\nThey're weak physically.   Obesity is rampant in the church.\n\nThey're weak... https://t.co/rGZIDZJ1RN"""
45,3658020435,2023-02-14 16:04:14+00:00,"b'Thank you, Wise Weight Management, for supporting Obesity Care Week 2023 as a Champion! #OCW2023 https://t.co/HaZGrsrkwJ'"
46,1729363074,2023-02-14 16:03:58+00:00,b'@RichardEngel so is obesity....should we ban food?'
47,288465474,2023-02-14 16:03:56+00:00,"b""RT @ShaneyWright: The 1.1million spent on the #LongCovid obesity study in Glagow (which has unsurprisingly lead to nothing useful) would'v..."""
49,214404702,2023-02-14 16:03:12+00:00,"b'Are you a medical student, work in healthcare or  curious to know more about obesity? \n\nCheck out our latest podca... https://t.co/iujuc4XwuL'"
50,270873775,2023-02-14 16:02:49+00:00,b'[New Date] Join our free @PROGROUPStudy webinar on 28/03/23 exploring the effectiveness of weight management servic... https://t.co/bUiLN309Hi'
51,1278677080050458628,2023-02-14 16:02:09+00:00,b'Thrilled to be listed as a winner for our poster presentation @CHI_Ireland #CHIQuality Showcase outlining our work... https://t.co/rJX2TTnqsh'
52,913051682757586946,2023-02-14 16:01:40+00:00,b'#gidynamics announces the first patient has been treated in the I-STEP trial in India at Apollo Speciality Hospital... https://t.co/PABs2Bk6gN'
54,883725686359379968,2023-02-14 16:00:52+00:00,"b'#dogs Obesity is one of the most preventable issues with dogs, this may help https://t.co/dVPAsicBPK https://t.co/KUlCE2KlPD'"
55,1571934832149803009,2023-02-14 16:00:26+00:00,"b""When it comes to #weightloss, bariatric #surgery shouldn't be considered a last resort. It's one of many tools for... https://t.co/f0J0yuCAU7"""
56,1568301565,2023-02-14 15:59:49+00:00,b'Obesity Care Week coincides with World Obesity Day. #OCW2023 focuses on education and action to change the way we c... https://t.co/7jWpDfPaIe'
57,28771821,2023-02-14 15:59:48+00:00,b'Low-Grade Inflammation and Role of Anti-Inflammatory Diet in Childhood Obesity.\nhttps://t.co/MTl1GezdMo'
58,3208477763,2023-02-14 15:59:24+00:00,b'@calleymeans Is obesity a disease? Can you be genetically born to retain weight more than others?'
59,1487434625890852868,2023-02-14 15:59:16+00:00,b'@LayahHeilpern Us obesity rate is at 36% while uk is at 28% so  I dont think british people have it that much better'
60,1554826002827685889,2023-02-14 15:59:05+00:00,b'https://t.co/0o8WobMOIT'
62,1486308541111554055,2023-02-14 15:58:52+00:00,b'@BowenBBC @bo66ie29 And no obesity'
63,947965545936072704,2023-02-14 15:58:27+00:00,"b'@CBCNews Stop over feeding your kid!! Put your kid in some type of physical hobby. Boom, cured childhood obesity.'"
64,50804274,2023-02-14 15:58:07+00:00,"b""Kids' BMIs Dropped After Federal School Lunch Overhaul https://t.co/ybUhxo7R6H"""
65,1358064335415877635,2023-02-14 15:58:04+00:00,b'The 1.1million spent on the #LongCovid obesity study in Glagow (which has unsurprisingly lead to nothing useful) w... https://t.co/uYN13NxuM7'
68,1979392886,2023-02-14 15:57:40+00:00,b'@TakesAppalling We all need to have a bit less fake or pathological empathy for people and employ our disgust senso... https://t.co/6g91PaJVe6'
69,1266006636000358402,2023-02-14 15:56:17+00:00,"b'The researchers found that in the postinfectious period, SARS-CoV-2 was associated with diagnoses of palpitations,... https://t.co/BKQIW1zuYk'"
