id,Time,Tweet,Location
id,Time,Tweet
1449104418666909696,2023-01-30 11:59:33+00:00,b'periods are weird as fuck because it\xe2\x80\x99s like \xe2\x80\x98yeah I either make you throw up OR you can fight off the nausea with a\xe2\x80\xa6 https://t.co/ISI8PvhUQK'
1593958631468318720,2023-01-30 11:57:53+00:00,"b'Hello mate ,i got top grade medical marijuana and cannabis oil for all smokers, cancer cure, insomnia, back pain, e\xe2\x80\xa6 https://t.co/qVcT5Jhn9C'"
14448830,2023-01-30 11:56:59+00:00,"b'@AniaKoniec @GeorgeTakei High fever, chills, vertigo, two nights of violent and uncontrollable shaking, terrible na\xe2\x80\xa6 https://t.co/SPwWjwmntR'"
1424417152614891522,2023-01-30 11:56:25+00:00,"b'RT @BrownHospMed: A 39-year-old man presented to the emergency department with anorexia, nausea, vomiting, oliguria, and diffuse deposits o\xe2\x80\xa6'"
1421603006496268289,2023-01-30 11:56:20+00:00,b'And then the nausea kicks in \xf0\x9f\xa4\xa2 #notfun #nobueno \xf0\x9f\xa5\xba'
170828419,2023-01-30 11:54:24+00:00,b'RT @MISIRG1: Inhaled isopropyl alcohol versus oral ondansetron for treating nausea #MISIRGlobalSurgery #SoMe4Surgery https://t.co/gOoRL7mr6M'
227826934,2023-01-30 11:51:59+00:00,b'RT @emilyesfraser: Just a plea to the void to take it seriously if you feel a little \xe2\x80\x9coff\xe2\x80\x9d after Covid. Like exercise suddenly makes it har\xe2\x80\xa6'
1360127354757025794,2023-01-30 11:51:17+00:00,"b'What are the symptoms of malaria?\nSymptoms of malaria include high fever, chills, headache, body aches, nausea, vom\xe2\x80\xa6 https://t.co/9hXjnVp8J3'"
318895040,2023-01-30 11:51:02+00:00,"b'RT @BrownHospMed: A 39-year-old man presented to the emergency department with anorexia, nausea, vomiting, oliguria, and diffuse deposits o\xe2\x80\xa6'"
58970303,2023-01-30 11:50:02+00:00,b'@aliastheram_ Helps with nausea that\xe2\x80\x99s what i need it for .'
1426296675585331202,2023-01-30 11:45:18+00:00,b'@MrRedMartian I don\xe2\x80\x99t say this to judge anyone at all but please if you can realize it\xe2\x80\x99s similar to Tobacco for man\xe2\x80\xa6 https://t.co/7fflw9Gph3'
1329092246990295042,2023-01-30 11:43:40+00:00,"b'RT @BrownHospMed: A 39-year-old man presented to the emergency department with anorexia, nausea, vomiting, oliguria, and diffuse deposits o\xe2\x80\xa6'"
1576170388522176512,2023-01-30 11:43:38+00:00,"b'RT @BrownHospMed: A 39-year-old man presented to the emergency department with anorexia, nausea, vomiting, oliguria, and diffuse deposits o\xe2\x80\xa6'"
958401073450029056,2023-01-30 11:42:37+00:00,"b'RT @BrownHospMed: A 39-year-old man presented to the emergency department with anorexia, nausea, vomiting, oliguria, and diffuse deposits o\xe2\x80\xa6'"
1524932201925713925,2023-01-30 11:41:48+00:00,b'My nausea is getting so bad. It\xe2\x80\x99s been like 5 days of this and it won\xe2\x80\x99t stop. I want to cry'
68730363,2023-01-30 11:41:46+00:00,"b'great, had another round of waking up at night to nausea and dizziness\n\nnot as bad as last time but it lasted longe\xe2\x80\xa6 https://t.co/4DfBmoRxL4'"
1590794321640292352,2023-01-30 11:40:00+00:00,b'EXOCRINE PANCREAS \n2. ACUTE PANCREATITIS\n\nClinical features: \n-epigastric abd pain that radiates to the back \n-naus\xe2\x80\xa6 https://t.co/VPPWkkBhtu'
